player,position,rating,total_remates,xG,passes_certos,toques,toques_area_adv,dribles,duelos,match_id,home,away,score
Akinsola T.,Médio,6.3,-,-,16/21 (76%),38,-,2/3 (67%),12,4WXvlh0f,FC Porto,AFS,2-0
Mendonca G.,Médio,6.3,-,-,6/8 (75%),11,-,-,2,4WXvlh0f,FC Porto,AFS,2-0
Ponck,Defesa-central,6.3,-,-,12/24 (50%),42,-,-,13,4WXvlh0f,FC Porto,AFS,2-0
Tomane,Avançado,6.3,3,0.12,16/28 (57%),43,2,1/2 (50%),23,4WXvlh0f,FC Porto,AFS,2-0
Froholdt V.,Médio,6.2,2,0.27,21/24 (88%),49,5,2/3 (67%),14,4WXvlh0f,FC Porto,AFS,2-0
Neiva G.,Avançado,6.2,-,-,1/4 (25%),15,-,0/2 (0%),8,4WXvlh0f,FC Porto,AFS,2-0
Grau J.,Médio,6.0,-,-,4/8 (50%),12,-,0/1 (0%),6,4WXvlh0f,FC Porto,AFS,2-0
Devenish C.,Defesa-central,5.9,1,0.04,20/26 (77%),40,-,1/1 (100%),3,4WXvlh0f,FC Porto,AFS,2-0
Spencer D.,Ala,5.4,-,-,11/19 (58%),37,1,2/3 (67%),6,4WXvlh0f,FC Porto,AFS,2-0
Perea O.,Médio,5.0,1,0.02,3/7 (43%),18,1,0/3 (0%),9,4WXvlh0f,FC Porto,AFS,2-0
Barbosa R.,Médio,-,-,-,1/2 (50%),3,-,-,-,4WXvlh0f,FC Porto,AFS,2-0
Costa A.,Defesa,-,-,-,7/10 (70%),12,1,-,2,4WXvlh0f,FC Porto,AFS,2-0
Nene,Avançado,-,-,-,0/3 (0%),3,-,-,3,4WXvlh0f,FC Porto,AFS,2-0
Suarez L.,Avançado,10,9,1.62,18/22 (82%),39,12,0/1 (0%),5,lMI5yzYo,Sporting CP,Rio Ave,4-0
Araujo M.,Extremo,8.6,3,1.04,14/17 (82%),46,6,1/3 (33%),12,lMI5yzYo,Sporting CP,Rio Ave,4-0
Quaresma E.,Defesa-central,8.4,-,-,90/96 (94%),112,-,0/1 (0%),13,lMI5yzYo,Sporting CP,Rio Ave,4-0
Trincão,Extremo,8.2,2,0.42,47/52 (90%),68,1,0/2 (0%),3,lMI5yzYo,Sporting CP,Rio Ave,4-0
Miszta C.,Guarda-redes,8.0,-,-,16/32 (50%),49,-,-,1,lMI5yzYo,Sporting CP,Rio Ave,4-0
Hjulmand M.,Médio,7.7,-,-,43/47 (91%),53,-,-,5,lMI5yzYo,Sporting CP,Rio Ave,4-0
Inacio G.,Defesa-central,7.4,-,-,72/81 (89%),90,-,-,7,lMI5yzYo,Sporting CP,Rio Ave,4-0
Vagiannidis G.,Lateral,7.2,-,-,51/56 (91%),82,1,1/2 (50%),15,lMI5yzYo,Sporting CP,Rio Ave,4-0
Kochorashvili G.,Médio,7.0,1,0.04,33/37 (89%),42,1,-,3,lMI5yzYo,Sporting CP,Rio Ave,4-0
Mangas R.,Lateral,7.0,5,0.29,41/49 (84%),70,8,-,12,lMI5yzYo,Sporting CP,Rio Ave,4-0
Ioannidis F.,Avançado,6.8,1,0.11,19/19 (100%),26,2,1/3 (33%),3,lMI5yzYo,Sporting CP,Rio Ave,4-0
Morita H.,Médio,6.8,-,-,21/23 (91%),24,-,-,1,lMI5yzYo,Sporting CP,Rio Ave,4-0
Simoes J.,Médio,6.8,1,0.13,36/38 (95%),45,3,1/2 (50%),11,lMI5yzYo,Sporting CP,Rio Ave,4-0
Alisson Santos,Avançado,6.7,1,0.04,12/13 (92%),15,-,1/1 (100%),2,lMI5yzYo,Sporting CP,Rio Ave,4-0
Matheus Reis,Defesa,6.7,-,-,10/11 (91%),18,-,-,2,lMI5yzYo,Sporting CP,Rio Ave,4-0
Silva R.,Guarda-redes,6.7,-,-,16/17 (94%),19,-,-,-,lMI5yzYo,Sporting CP,Rio Ave,4-0
Vrousai M.,Avançado,6.7,-,-,20/28 (71%),41,1,2/3 (67%),5,lMI5yzYo,Sporting CP,Rio Ave,4-0
Ntoi A.,Médio,6.6,1,0.03,43/48 (90%),65,-,2/3 (67%),10,lMI5yzYo,Sporting CP,Rio Ave,4-0
Graca J.,Médio,6.5,-,-,3/3 (100%),8,1,-,2,lMI5yzYo,Sporting CP,Rio Ave,4-0
Aguilera Zamora B.,Médio,6.4,1,0.04,15/19 (79%),27,-,-,7,lMI5yzYo,Sporting CP,Rio Ave,4-0
Athanasiou N.,Ala,6.4,1,0.02,31/39 (79%),54,-,-,6,lMI5yzYo,Sporting CP,Rio Ave,4-0
Lomboto J.,Defesa,6.4,-,-,13/13 (100%),13,-,-,1,lMI5yzYo,Sporting CP,Rio Ave,4-0
Zoabi K.,Avançado,6.4,-,-,6/9 (67%),18,-,0/1 (0%),7,lMI5yzYo,Sporting CP,Rio Ave,4-0
Goncalves F.,Avançado,6.3,-,-,4/5 (80%),6,-,-,3,lMI5yzYo,Sporting CP,Rio Ave,4-0
Petrasso F.,Defesa-central,6.2,1,0.02,34/37 (92%),47,-,1/1 (100%),5,lMI5yzYo,Sporting CP,Rio Ave,4-0
Andre Luiz,Avançado,6.0,-,-,4/4 (100%),20,6,2/2 (100%),7,lMI5yzYo,Sporting CP,Rio Ave,4-0
Pohlmann O.,Médio ofensivo,6.0,-,-,31/31 (100%),43,1,0/2 (0%),8,lMI5yzYo,Sporting CP,Rio Ave,4-0
Tome J.,Ala,5.8,-,-,11/13 (85%),27,-,1/2 (50%),9,lMI5yzYo,Sporting CP,Rio Ave,4-0
Abbey N.,Defesa-central,5.7,-,-,36/39 (92%),51,-,-,4,lMI5yzYo,Sporting CP,Rio Ave,4-0
Spikic D.,Médio ofensivo,5.6,1,0.02,11/16 (69%),36,4,2/6 (33%),16,lMI5yzYo,Sporting CP,Rio Ave,4-0
Brabec J.,Defesa-central,5.5,-,-,35/38 (92%),46,-,-,4,lMI5yzYo,Sporting CP,Rio Ave,4-0
Liavas G.,Médio,4.5,-,-,33/36 (92%),47,-,1/2 (50%),5,lMI5yzYo,Sporting CP,Rio Ave,4-0
Otamendi N.,Defesa-central,8.1,1,0.09,53/65 (82%),74,1,-,12,W4AMXiXA,Braga,Benfica,2-2
Zalazar R.,Médio ofensivo,7.9,2,0.81,40/48 (83%),75,2,4/6 (67%),10,W4AMXiXA,Braga,Benfica,2-2
Aursnes F.,Extremo,7.1,2,0.31,33/44 (75%),63,3,1/2 (50%),10,W4AMXiXA,Braga,Benfica,2-2
Hornicek L.,Guarda-redes,7.0,-,-,24/41 (59%),48,-,-,-,W4AMXiXA,Braga,Benfica,2-2
Victor P.,Avançado,7.0,1,0.28,16/18 (89%),31,3,1/2 (50%),6,W4AMXiXA,Braga,Benfica,2-2
Pavlidis V.,Avançado,6.9,2,0.11,22/29 (76%),40,4,0/2 (0%),10,W4AMXiXA,Braga,Benfica,2-2
Sudakov G.,Extremo,6.9,-,-,22/27 (81%),41,-,4/4 (100%),8,W4AMXiXA,Braga,Benfica,2-2
Martinez G.,Avançado,6.8,-,-,3/4 (75%),12,1,0/1 (0%),6,W4AMXiXA,Braga,Benfica,2-2
Vitor Carvalho,Defesa-central,6.7,1,0.18,57/61 (93%),74,1,-,6,W4AMXiXA,Braga,Benfica,2-2
Barrenechea E.,Médio,6.6,-,-,57/66 (86%),78,-,-,13,W4AMXiXA,Braga,Benfica,2-2
Dedic A.,Lateral,6.6,-,-,41/45 (91%),70,2,0/1 (0%),7,W4AMXiXA,Braga,Benfica,2-2
Trubin A.,Guarda-redes,6.6,-,-,20/25 (80%),30,-,-,1,W4AMXiXA,Braga,Benfica,2-2
Moutinho J.,Médio,6.5,2,0.25,34/38 (89%),47,1,-,5,W4AMXiXA,Braga,Benfica,2-2
Prestianni G.,Avançado,6.5,1,0.05,7/10 (70%),15,1,1/2 (50%),6,W4AMXiXA,Braga,Benfica,2-2
Grillitsch F.,Médio,6.3,-,-,0/4 (0%),7,1,-,3,W4AMXiXA,Braga,Benfica,2-2
Araujo T.,Defesa-central,6.2,2,0.28,63/72 (88%),83,3,-,5,W4AMXiXA,Braga,Benfica,2-2
Ivanovic F.,Avançado,6.2,-,-,5/10 (50%),19,3,1/2 (50%),6,W4AMXiXA,Braga,Benfica,2-2
Navarro F.,Avançado,6.2,1,0.09,2/2 (100%),4,1,0/1 (0%),5,W4AMXiXA,Braga,Benfica,2-2
Rios R.,Médio,6.2,5,0.32,36/42 (86%),60,3,1/1 (100%),9,W4AMXiXA,Braga,Benfica,2-2
Lelo L.,Ala,6.0,-,-,29/36 (81%),59,-,2/2 (100%),9,W4AMXiXA,Braga,Benfica,2-2
Dahl S.,Lateral,5.8,1,0.07,34/43 (79%),59,1,-,5,W4AMXiXA,Braga,Benfica,2-2
Barreiro L.,Médio ofensivo,5.7,-,-,17/22 (77%),28,1,1/1 (100%),4,W4AMXiXA,Braga,Benfica,2-2
Gorby,Médio,5.7,-,-,51/57 (89%),66,1,1/1 (100%),6,W4AMXiXA,Braga,Benfica,2-2
Arrey-Mbi B.,Defesa-central,5.6,-,-,48/52 (92%),59,-,1/1 (100%),7,W4AMXiXA,Braga,Benfica,2-2
Dorgeles M.,Ala,5.6,2,0.08,35/39 (90%),53,1,1/4 (25%),11,W4AMXiXA,Braga,Benfica,2-2
Gomez V.,Defesa-central,5.4,-,-,40/49 (82%),69,1,-,7,W4AMXiXA,Braga,Benfica,2-2
Horta R.,Médio ofensivo,4.8,2,0.06,29/36 (81%),48,1,0/1 (0%),10,W4AMXiXA,Braga,Benfica,2-2
Gabriel Moscardo,Médio,-,-,-,0/2 (0%),5,1,0/1 (0%),5,W4AMXiXA,Braga,Benfica,2-2
Oliveira P.,Defesa,-,-,-,0/1 (0%),1,-,-,-,W4AMXiXA,Braga,Benfica,2-2
Trezza A.,Extremo,8.1,2,0.76,7/10 (70%),24,5,1/1 (100%),8,E1g0ez8K,Arouca,Gil Vicente,2-2
Esteves L.,Médio,7.8,1,0.26,30/38 (79%),51,2,0/1 (0%),7,E1g0ez8K,Arouca,Gil Vicente,2-2
Tiago Esgaio,Lateral,7.8,1,0.09,14/37 (38%),73,1,0/1 (0%),17,E1g0ez8K,Arouca,Gil Vicente,2-2
Murilo de Souza,Extremo,7.5,2,0.69,13/17 (76%),39,2,1/3 (33%),7,E1g0ez8K,Arouca,Gil Vicente,2-2
Fayed O.,Defesa-central,6.9,-,-,16/24 (67%),33,-,-,9,E1g0ez8K,Arouca,Gil Vicente,2-2
Pablo,Avançado,6.9,2,0.22,6/8 (75%),20,2,0/1 (0%),9,E1g0ez8K,Arouca,Gil Vicente,2-2
Lee H.,Médio ofensivo,6.8,1,0.16,20/22 (91%),29,2,-,6,E1g0ez8K,Arouca,Gil Vicente,2-2
Mantl N.,Guarda-redes,6.8,-,-,22/33 (67%),42,-,-,-,E1g0ez8K,Arouca,Gil Vicente,2-2
Rocha M.,Defesa-central,6.8,-,-,28/32 (88%),42,-,-,7,E1g0ez8K,Arouca,Gil Vicente,2-2
van Ee E.,Médio,6.8,-,-,25/33 (76%),49,1,2/2 (100%),8,E1g0ez8K,Arouca,Gil Vicente,2-2
Andrew,Guarda-redes,6.7,-,-,24/27 (89%),34,-,-,-,E1g0ez8K,Arouca,Gil Vicente,2-2
Garcia S.,Médio ofensivo,6.7,2,0.11,11/12 (92%),27,2,1/2 (50%),4,E1g0ez8K,Arouca,Gil Vicente,2-2
Caseres F.,Médio,6.5,-,-,23/29 (79%),36,-,-,5,E1g0ez8K,Arouca,Gil Vicente,2-2
Djouahra N.,Extremo,6.5,1,0.24,16/18 (89%),29,3,2/2 (100%),5,E1g0ez8K,Arouca,Gil Vicente,2-2
Elimbi M.,Defesa-central,6.5,1,0.04,36/45 (80%),55,1,-,11,E1g0ez8K,Arouca,Gil Vicente,2-2
Fernandes J.,Avançado,6.5,1,0.02,4/5 (80%),15,-,2/5 (40%),4,E1g0ez8K,Arouca,Gil Vicente,2-2
Gozalbez P.,Médio,6.5,1,0.02,4/7 (57%),16,-,1/2 (50%),7,E1g0ez8K,Arouca,Gil Vicente,2-2
Varela G.,Avançado,6.5,1,0.02,4/5 (80%),9,2,0/1 (0%),4,E1g0ez8K,Arouca,Gil Vicente,2-2
Ze Carlos,Médio,6.5,-,-,8/12 (67%),19,-,1/1 (100%),4,E1g0ez8K,Arouca,Gil Vicente,2-2
Espigares A.,Defesa-central,6.4,3,0.08,42/54 (78%),67,2,1/1 (100%),13,E1g0ez8K,Arouca,Gil Vicente,2-2
Hevertton S.,Lateral,6.4,1,0.01,28/49 (57%),83,-,2/3 (67%),14,E1g0ez8K,Arouca,Gil Vicente,2-2
Popovic B.,Defesa,6.4,-,-,11/11 (100%),16,-,-,4,E1g0ez8K,Arouca,Gil Vicente,2-2
Puche,Avançado,6.4,-,-,2/3 (67%),4,-,-,-,E1g0ez8K,Arouca,Gil Vicente,2-2
Fontan J.,Lateral,6.3,1,0.03,9/19 (47%),34,-,-,3,E1g0ez8K,Arouca,Gil Vicente,2-2
Toure T.,Extremo,6.2,3,0.28,15/19 (79%),32,5,0/3 (0%),9,E1g0ez8K,Arouca,Gil Vicente,2-2
Ze Carlos,Lateral,6.1,-,-,12/16 (75%),38,-,0/1 (0%),8,E1g0ez8K,Arouca,Gil Vicente,2-2
Barbero I.,Avançado,5.8,1,0.03,9/14 (64%),25,-,0/1 (0%),14,E1g0ez8K,Arouca,Gil Vicente,2-2
Pedro Santos,Médio,5.7,-,-,30/33 (91%),47,-,0/1 (0%),7,E1g0ez8K,Arouca,Gil Vicente,2-2
Bamba M.,Médio,-,-,-,1/1 (100%),2,2,-,2,E1g0ez8K,Arouca,Gil Vicente,2-2
Fernandez M.,Médio,-,-,-,3/6 (50%),7,2,-,1,E1g0ez8K,Arouca,Gil Vicente,2-2
Fukui T.,Médio,-,-,-,0/2 (0%),6,-,-,1,E1g0ez8K,Arouca,Gil Vicente,2-2
Mansilla B.,Médio,-,1,0.02,0/3 (0%),8,-,1/1 (100%),6,E1g0ez8K,Arouca,Gil Vicente,2-2
Fonte J.,Defesa-central,7.9,2,0.16,28/42 (67%),60,3,-,9,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Arcanjo T.,Extremo,7.6,4,0.32,18/22 (82%),38,6,1/1 (100%),12,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Sousa D.,Defesa-central,7.6,-,-,27/32 (84%),53,-,-,7,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Abascal R.,Defesa-central,7.2,-,-,40/53 (75%),76,2,-,5,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Castillo J.,Guarda-redes,7.0,-,-,14/25 (56%),30,-,-,-,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Sequeira P.,Guarda-redes,7.0,-,-,14/27 (52%),40,-,-,-,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Lebedenko O.,Lateral,6.9,-,-,28/31 (90%),44,2,-,8,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Nobrega M.,Defesa-central,6.9,1,0.06,40/50 (80%),68,1,1/1 (100%),12,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Conte A.,Lateral,6.7,-,-,20/29 (69%),53,-,1/1 (100%),9,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Geraldes A.,Lateral,6.6,-,-,16/23 (70%),49,-,1/1 (100%),10,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Maga,Lateral,6.6,-,-,16/22 (73%),35,1,-,4,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Sousa D.,Médio,6.6,1,0.05,19/24 (79%),35,-,2/2 (100%),6,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Perez S.,Médio,6.5,-,-,11/12 (92%),13,-,-,2,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Samu,Médio ofensivo,6.5,1,0.04,16/30 (53%),45,-,-,9,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Brito R.,Médio,6.4,-,-,18/20 (90%),30,-,-,8,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Saviolo N.,Extremo,6.4,1,0.02,15/16 (94%),38,4,0/1 (0%),14,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Strata T.,Defesa,6.4,-,-,17/22 (77%),31,-,-,4,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Cassiano,Avançado,6.3,-,-,3/5 (60%),8,1,-,4,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Livramento D.,Avançado,6.3,-,-,3/6 (50%),16,-,0/1 (0%),14,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Mitrovic M.,Médio,6.3,1,0.02,22/30 (73%),35,1,-,4,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Camara O.,Avançado,6.1,-,-,7/9 (78%),14,1,0/1 (0%),5,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Larrazabal G.,Extremo,6.1,-,-,21/28 (75%),37,-,-,1,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Ndoye A.,Médio,6.1,2,0.37,4/4 (100%),7,2,-,1,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Nhaga R.,Médio,6.0,1,0.02,13/16 (81%),38,-,-,12,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Nogueira G.,Médio,6.0,2,0.50,19/20 (95%),34,2,1/2 (50%),13,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Miguel Sousa,Médio,5.9,-,-,3/6 (50%),13,1,-,8,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Livolant J.,Extremo,5.7,1,0.06,19/24 (79%),39,4,-,10,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Oukili Y.,Médio ofensivo,5.7,1,0.10,5/6 (83%),12,-,-,5,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Blanco F.,Avançado,-,-,-,2/2 (100%),3,-,1/1 (100%),3,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Nogueira M.,Médio,-,-,-,0/1 (0%),1,-,-,-,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Nsona K.,Avançado,-,-,-,3/4 (75%),8,-,1/1 (100%),1,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Severina X.,Avançado,-,-,-,4/4 (100%),5,1,-,-,ne1EXWFD,Casa Pia AC,Vitória SC,0-0
Begraoui Y.,Médio ofensivo,9.2,4,0.71,25/32 (78%),56,9,1/3 (33%),10,8OUepAaJ,Estoril,Alverca,4-1
Holsgrove J.,Médio,8.0,1,0.04,102/108 (94%),123,1,-,8,8OUepAaJ,Estoril,Alverca,4-1
Bacher F.,Defesa-central,7.7,-,-,60/60 (100%),77,-,-,9,8OUepAaJ,Estoril,Alverca,4-1
Amorim,Médio,7.6,1,0.03,37/47 (79%),63,-,2/2 (100%),11,8OUepAaJ,Estoril,Alverca,4-1
Robles J.,Guarda-redes,7.5,-,-,12/21 (57%),34,-,-,-,8OUepAaJ,Estoril,Alverca,4-1
Boma K.,Defesa-central,7.0,1,0.18,57/61 (93%),74,1,1/1 (100%),11,8OUepAaJ,Estoril,Alverca,4-1
Guitane R.,Extremo,7.0,1,0.02,46/56 (82%),87,3,4/14 (29%),19,8OUepAaJ,Estoril,Alverca,4-1
Jandro,Médio,7.0,-,-,67/73 (92%),84,1,1/1 (100%),6,8OUepAaJ,Estoril,Alverca,4-1
Naves,Defesa-central,7.0,-,-,45/61 (74%),79,3,1/1 (100%),8,8OUepAaJ,Estoril,Alverca,4-1
Parente T.,Defesa,7.0,-,-,10/13 (77%),15,1,-,3,8OUepAaJ,Estoril,Alverca,4-1
Carvalho J.,Extremo,6.9,-,-,34/40 (85%),52,1,0/2 (0%),3,8OUepAaJ,Estoril,Alverca,4-1
Abdulai S.,Médio,6.8,1,0.04,24/32 (75%),44,1,0/1 (0%),12,8OUepAaJ,Estoril,Alverca,4-1
Tsoungui A.,Defesa,6.8,-,-,34/41 (83%),56,-,0/1 (0%),6,8OUepAaJ,Estoril,Alverca,4-1
Chissumba,Ala,6.6,1,0.22,20/27 (74%),56,4,0/3 (0%),14,8OUepAaJ,Estoril,Alverca,4-1
Amaral P.,Lateral,6.5,1,0.03,35/40 (88%),55,-,-,2,8OUepAaJ,Estoril,Alverca,4-1
Pizzi,Médio,6.5,-,-,19/20 (95%),21,-,-,1,8OUepAaJ,Estoril,Alverca,4-1
Lincoln,Médio ofensivo,6.4,1,0.02,21/23 (91%),32,-,-,4,8OUepAaJ,Estoril,Alverca,4-1
Gomez S.,Defesa,6.3,-,-,7/7 (100%),9,-,-,-,8OUepAaJ,Estoril,Alverca,4-1
Gui D.,Médio,6.3,1,0.03,10/10 (100%),14,1,-,-,8OUepAaJ,Estoril,Alverca,4-1
Marezi,Avançado,6.3,-,-,0/3 (0%),5,-,-,1,8OUepAaJ,Estoril,Alverca,4-1
Nuozzi C.,Médio ofensivo,6.3,2,0.09,5/10 (50%),19,2,1/2 (50%),4,8OUepAaJ,Estoril,Alverca,4-1
Leite T.,Avançado,6.2,2,0.25,4/4 (100%),7,4,-,1,8OUepAaJ,Estoril,Alverca,4-1
Carvalho P.,Lateral,6.1,-,-,37/39 (95%),50,1,-,5,8OUepAaJ,Estoril,Alverca,4-1
Gomes A.,Guarda-redes,6.0,-,-,13/20 (65%),24,-,-,1,8OUepAaJ,Estoril,Alverca,4-1
Felipe Lima,Avançado,5.9,-,-,0/2 (0%),10,-,1/3 (33%),7,8OUepAaJ,Estoril,Alverca,4-1
Martinez J.,Defesa-central,5.7,-,-,30/31 (97%),49,1,-,11,8OUepAaJ,Estoril,Alverca,4-1
Sandro Lima,Avançado,5.6,2,0.14,15/16 (94%),27,3,0/1 (0%),11,8OUepAaJ,Estoril,Alverca,4-1
Marques A.,Avançado,5.5,-,-,13/15 (87%),28,3,1/4 (25%),13,8OUepAaJ,Estoril,Alverca,4-1
Touaizi N.,Ala,5.5,-,-,19/25 (76%),45,1,0/1 (0%),8,8OUepAaJ,Estoril,Alverca,4-1
Meupiyou B.,Defesa-central,4.9,-,-,13/17 (76%),29,-,-,4,8OUepAaJ,Estoril,Alverca,4-1
Lominadze N.,Médio,-,-,-,2/2 (100%),2,-,-,1,8OUepAaJ,Estoril,Alverca,4-1
Peixinho,Avançado,-,1,0.33,0/1 (0%),3,3,-,-,8OUepAaJ,Estoril,Alverca,4-1
Gil Dias,Extremo,8.6,3,0.15,21/30 (70%),60,8,2/4 (50%),9,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Jovane,Extremo,8.5,2,0.28,21/28 (75%),47,3,3/4 (75%),11,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Sorriso,Extremo,8.1,4,0.96,21/27 (78%),53,7,0/2 (0%),16,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Otavio,Lateral,7.4,-,-,12/14 (86%),25,1,2/2 (100%),5,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Pinheiro R.,Lateral,7.3,-,-,28/34 (82%),61,3,-,13,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Ribeiro R.,Guarda-redes,7.3,-,-,11/21 (52%),33,-,-,-,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Van de Looi T.,Médio,7.2,2,0.07,52/54 (96%),60,-,-,6,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Realpe L.,Defesa-central,7.1,2,0.27,55/61 (90%),71,2,-,11,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Kikas,Avançado,7.0,2,0.36,13/16 (81%),22,3,-,8,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Marcus A.,Extremo,7.0,1,0.02,11/11 (100%),23,1,1/2 (50%),11,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Rafa Soares,Lateral,6.9,-,-,27/40 (68%),57,1,-,8,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Robinho,Médio,6.9,-,-,4/6 (67%),16,-,3/3 (100%),7,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Sa G.,Médio ofensivo,6.9,2,0.08,35/42 (83%),55,5,-,9,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Luan Patrick,Defesa-central,6.7,-,-,27/35 (77%),52,1,-,5,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Montoia G.,Defesa,6.7,-,-,11/19 (58%),35,-,0/2 (0%),8,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Stoica I.,Avançado,6.7,-,-,5/7 (71%),13,1,0/1 (0%),4,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
De Haas J.,Defesa-central,6.6,2,0.11,56/63 (89%),79,-,-,9,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Chernev A.,Defesa,6.4,-,-,1/2 (50%),4,-,-,2,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Encada J.,Lateral,6.4,-,-,19/25 (76%),40,-,-,6,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Zabiri Y.,Avançado,6.4,3,0.17,10/12 (83%),25,4,0/1 (0%),6,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Abubakar U.,Avançado,6.3,-,-,2/2 (100%),6,2,0/1 (0%),5,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Elisor S.,Avançado,6.3,3,0.47,3/4 (75%),10,3,-,3,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Rodrigo Pinho,Avançado,6.3,-,-,1/6 (17%),9,-,0/1 (0%),6,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Sola A.,Médio,6.3,-,-,15/17 (88%),27,-,1/2 (50%),7,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Beney R.,Avançado,6.2,-,-,2/3 (67%),11,-,0/1 (0%),7,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Ngom O.,Médio,6.2,-,-,21/30 (70%),52,2,2/2 (100%),15,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Moreira P.,Médio ofensivo,6.0,1,0.03,14/16 (88%),37,1,1/5 (20%),14,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Bernardo Schappo,Defesa-central,5.8,-,-,32/40 (80%),53,1,-,9,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
De Amorim M.,Médio,5.7,1,0.07,26/32 (81%),43,1,-,12,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Carevic L.,Guarda-redes,5.0,-,-,23/25 (92%),31,-,-,-,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Garcia,Defesa,-,-,-,4/4 (100%),10,1,-,-,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Joujou A.,Avançado,-,-,-,4/6 (67%),8,-,1/2 (50%),4,0bRmnWU6,Famalicão,Estrela da Amadora,2-3
Ioannidis F.,Avançado,8.4,1,0.05,13/17 (76%),42,2,1/2 (50%),16,GWhRrcOE,Vitória SC,Sporting CP,1-4
Arcanjo T.,Médio,8.1,2,0.03,13/15 (87%),36,-,2/2 (100%),6,GWhRrcOE,Vitória SC,Sporting CP,1-4
Mangas R.,Lateral,8.1,1,0.25,25/33 (76%),60,2,-,19,GWhRrcOE,Vitória SC,Sporting CP,1-4
Trincão,Extremo,8.0,2,0.51,17/22 (77%),38,3,0/2 (0%),3,GWhRrcOE,Vitória SC,Sporting CP,1-4
Araujo M.,Extremo,7.8,3,1.08,21/26 (81%),46,4,2/3 (67%),12,GWhRrcOE,Vitória SC,Sporting CP,1-4
Quaresma E.,Defesa-central,7.6,1,0.03,81/83 (98%),102,2,2/4 (50%),18,GWhRrcOE,Vitória SC,Sporting CP,1-4
Suarez L.,Avançado,7.2,4,0.32,14/21 (67%),42,9,1/1 (100%),12,GWhRrcOE,Vitória SC,Sporting CP,1-4
