player,position,rating,total_remates,xG,passes_certos,toques,toques_area_adv,dribles,duelos,match_id,home,away,score
Stoica I.,Médio ofensivo,6.1,1,0.05,7/10 (70%),18,1,0/1 (0%),4,UoaZIhAj,Braga,Estrela da Amadora,2-2
Encada J.,Ala,6.0,1,0.02,26/33 (79%),49,-,-,6,UoaZIhAj,Braga,Estrela da Amadora,2-2
Moreira P.,Médio,6.0,-,-,9/10 (90%),20,1,1/2 (50%),7,UoaZIhAj,Braga,Estrela da Amadora,2-2
Marcus A.,Médio ofensivo,5.9,1,0.06,8/11 (73%),39,2,4/7 (57%),23,UoaZIhAj,Braga,Estrela da Amadora,2-2
Otavio,Defesa-central,5.8,-,-,21/31 (68%),45,-,1/1 (100%),4,UoaZIhAj,Braga,Estrela da Amadora,2-2
van Hooijdonk S.,Avançado,5.8,-,-,8/11 (73%),15,-,0/1 (0%),8,UoaZIhAj,Braga,Estrela da Amadora,2-2
Luan Patrick,Defesa-central,5.0,-,-,37/41 (90%),50,-,-,4,UoaZIhAj,Braga,Estrela da Amadora,2-2
Carvalho J.,Guarda-redes,-,-,-,3/6 (50%),9,-,-,2,UoaZIhAj,Braga,Estrela da Amadora,2-2
Gil A.,Médio,-,-,-,2/2 (100%),2,-,-,2,UoaZIhAj,Braga,Estrela da Amadora,2-2
Meireles J.,Avançado,-,-,-,0/2 (0%),2,1,-,1,UoaZIhAj,Braga,Estrela da Amadora,2-2
Noro J.,Defesa,-,-,-,2/3 (67%),4,-,-,-,UoaZIhAj,Braga,Estrela da Amadora,2-2
Marques J.,Médio ofensivo,7.9,2,0.11,26/32 (81%),51,6,3/3 (100%),18,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Brabec J.,Defesa-central,7.8,-,-,46/52 (88%),75,-,1/1 (100%),7,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Larrazabal G.,Médio ofensivo,7.6,6,1.27,9/11 (82%),30,10,1/1 (100%),8,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Sousa D.,Defesa-central,7.6,2,0.09,20/29 (69%),47,5,1/1 (100%),8,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
van der Gouw E.,Guarda-redes,7.4,-,-,26/42 (62%),52,-,-,2,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Gustavo Mancha,Defesa-central,7.3,-,-,57/64 (89%),74,-,1/1 (100%),4,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Goulart J.,Defesa-central,7.1,-,-,17/21 (81%),35,3,-,10,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Tome J.,Lateral,7.1,-,-,34/41 (83%),72,-,1/2 (50%),10,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Kaly,Defesa-central,7.0,1,0.04,10/12 (83%),32,1,-,6,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Diogo Bezerra,Extremo,6.9,1,0.03,20/25 (80%),45,2,2/3 (67%),10,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Livramento D.,Avançado,6.9,1,0.04,3/7 (43%),16,3,0/2 (0%),8,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Richards O.,Lateral,6.9,-,-,31/39 (79%),69,3,1/1 (100%),10,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Conte A.,Defesa,6.7,-,-,13/14 (93%),24,-,1/1 (100%),4,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Blesa J.,Médio ofensivo,6.5,2,0.62,24/36 (67%),52,4,1/2 (50%),9,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Ofori L.,Médio,6.5,2,0.12,25/32 (78%),45,1,-,9,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Papakanellos A.,Médio,6.5,-,-,7/9 (78%),20,-,2/3 (67%),9,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Perez S.,Médio,6.5,1,0.02,17/23 (74%),36,-,-,5,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Prieto K.,Ala,6.5,-,-,11/19 (58%),39,1,2/2 (100%),13,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Brito R.,Médio,6.4,2,0.10,9/13 (69%),23,-,0/2 (0%),5,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Livolant J.,Avançado,6.4,-,-,10/13 (77%),21,-,-,3,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Nikitscher T.,Médio,6.4,-,-,36/43 (84%),54,-,0/1 (0%),8,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Spikic D.,Extremo,6.4,-,-,19/20 (95%),35,1,1/1 (100%),8,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Ntoi A.,Médio,6.3,3,0.10,34/39 (87%),58,1,2/2 (100%),14,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Rosas P.,Ala,6.1,2,0.14,21/27 (78%),60,5,0/2 (0%),7,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Monteiro T.,Avançado,5.9,-,-,10/14 (71%),29,-,1/2 (50%),11,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Sequeira P.,Guarda-redes,5.8,-,-,9/17 (53%),25,-,-,-,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Buta L.,Defesa,-,-,-,1/2 (50%),7,-,-,5,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Lomboto J.,Defesa,-,-,-,3/3 (100%),3,-,-,-,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Mohamed I.,Médio,-,-,-,2/2 (100%),7,-,2/2 (100%),2,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Osundina K.,Avançado,-,1,0.52,2/4 (50%),6,4,-,2,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Pohlmann O.,Médio,-,-,-,2/2 (100%),5,-,-,1,OpKfQzIG,Casa Pia AC,Rio Ave,1-1
Kaique Pereira,Guarda-redes,8.6,-,-,12/24 (50%),33,-,-,1,2VVoSdm4,Nacional,Vitória SC,2-0
Ramirez J.,Avançado,7.8,3,0.90,10/17 (59%),37,4,0/2 (0%),20,2VVoSdm4,Nacional,Vitória SC,2-0
Gustavo,Avançado,7.5,6,0.43,8/12 (67%),29,6,1/1 (100%),12,2VVoSdm4,Nacional,Vitória SC,2-0
Nunez A.,Lateral,7.0,-,-,13/16 (81%),39,-,-,3,2VVoSdm4,Nacional,Vitória SC,2-0
Witi,Extremo,6.9,-,-,7/11 (64%),24,-,-,4,2VVoSdm4,Nacional,Vitória SC,2-0
Pablo Ruan,Avançado,6.8,-,-,5/6 (83%),12,1,-,8,2VVoSdm4,Nacional,Vitória SC,2-0
Leo Santos,Defesa-central,6.7,1,0.01,19/27 (70%),40,1,-,4,2VVoSdm4,Nacional,Vitória SC,2-0
Rocha R.,Médio,6.7,1,0.02,40/47 (85%),56,1,-,11,2VVoSdm4,Nacional,Vitória SC,2-0
Jose Gomes,Lateral,6.6,-,-,10/16 (63%),37,-,0/1 (0%),4,2VVoSdm4,Nacional,Vitória SC,2-0
Saviolo N.,Avançado,6.5,-,-,8/8 (100%),20,3,2/2 (100%),4,2VVoSdm4,Nacional,Vitória SC,2-0
Soares F.,Médio,6.5,1,0.02,10/19 (53%),29,2,2/2 (100%),6,2VVoSdm4,Nacional,Vitória SC,2-0
Ze Vitor,Defesa-central,6.5,-,-,20/23 (87%),34,-,1/1 (100%),10,2VVoSdm4,Nacional,Vitória SC,2-0
Arcanjo T.,Extremo,6.4,2,0.03,23/26 (88%),42,2,1/2 (50%),7,2VVoSdm4,Nacional,Vitória SC,2-0
Nogueira G.,Médio,6.4,-,-,34/36 (94%),51,-,0/1 (0%),12,2VVoSdm4,Nacional,Vitória SC,2-0
Charles Silva,Guarda-redes,6.3,-,-,24/25 (96%),32,-,-,1,2VVoSdm4,Nacional,Vitória SC,2-0
Labidi C.,Médio,6.3,-,-,11/19 (58%),32,1,2/3 (67%),11,2VVoSdm4,Nacional,Vitória SC,2-0
Camara O.,Extremo,6.1,-,-,7/9 (78%),19,1,1/2 (50%),5,2VVoSdm4,Nacional,Vitória SC,2-0
Thiago Balieiro,Defesa-central,6.1,-,-,52/56 (93%),67,1,1/1 (100%),12,2VVoSdm4,Nacional,Vitória SC,2-0
Abascal R.,Defesa-central,5.9,2,0.09,56/71 (79%),84,2,-,6,2VVoSdm4,Nacional,Vitória SC,2-0
Dias F.,Lateral,5.9,-,-,30/40 (75%),63,-,0/1 (0%),5,2VVoSdm4,Nacional,Vitória SC,2-0
Matheus Dias,Médio,5.9,-,-,23/29 (79%),37,-,-,8,2VVoSdm4,Nacional,Vitória SC,2-0
Maga,Lateral,5.8,1,0.02,24/31 (77%),50,1,-,6,2VVoSdm4,Nacional,Vitória SC,2-0
Samu,Médio,5.6,1,0.79,21/30 (70%),49,4,0/2 (0%),7,2VVoSdm4,Nacional,Vitória SC,2-0
Paulinho Boia,Extremo,5.4,-,-,7/9 (78%),20,-,1/1 (100%),14,2VVoSdm4,Nacional,Vitória SC,2-0
Aurelio J.,Defesa,-,-,-,-,-,-,-,-,2VVoSdm4,Nacional,Vitória SC,2-0
Goncalves C.,Defesa,-,-,-,-,1,-,-,-,2VVoSdm4,Nacional,Vitória SC,2-0
Nogueira M.,Médio,-,-,-,3/3 (100%),6,-,1/2 (50%),2,2VVoSdm4,Nacional,Vitória SC,2-0
Nunes H.,Médio,-,-,-,6/8 (75%),10,-,-,2,2VVoSdm4,Nacional,Vitória SC,2-0
Sousa A.,Médio,-,-,-,1/3 (33%),3,-,-,-,2VVoSdm4,Nacional,Vitória SC,2-0
Zeega,Avançado,-,-,-,2/4 (50%),5,-,-,1,2VVoSdm4,Nacional,Vitória SC,2-0
Kiwior J.,Defesa-central,8.5,2,0.07,61/68 (90%),83,-,-,5,vcpi6FQp,FC Porto,Santa Clara,1-0
Bednarek J.,Defesa-central,8.0,1,0.03,65/78 (83%),88,1,-,10,vcpi6FQp,FC Porto,Santa Clara,1-0
Afonso J.,Guarda-redes,7.6,-,-,15/23 (65%),41,-,-,2,vcpi6FQp,FC Porto,Santa Clara,1-0
William Gomes,Extremo,7.4,2,0.03,20/27 (74%),48,5,0/3 (0%),11,vcpi6FQp,FC Porto,Santa Clara,1-0
Andrey,Médio,7.1,1,0.03,31/37 (84%),53,-,-,6,vcpi6FQp,FC Porto,Santa Clara,1-0
Mora R.,Médio,7.1,3,0.46,25/29 (86%),50,5,0/3 (0%),8,vcpi6FQp,FC Porto,Santa Clara,1-0
Costa A.,Lateral,7.0,-,-,24/30 (80%),60,2,2/5 (40%),12,vcpi6FQp,FC Porto,Santa Clara,1-0
Varela A.,Médio,7.0,1,0.02,26/32 (81%),43,-,1/1 (100%),4,vcpi6FQp,FC Porto,Santa Clara,1-0
Veiga G.,Médio,6.8,1,0.05,20/22 (91%),36,1,1/3 (33%),6,vcpi6FQp,FC Porto,Santa Clara,1-0
Costa D.,Guarda-redes,6.7,-,-,19/20 (95%),24,-,-,-,vcpi6FQp,FC Porto,Santa Clara,1-0
Paulo Victor,Lateral,6.7,-,-,30/38 (79%),60,-,0/1 (0%),6,vcpi6FQp,FC Porto,Santa Clara,1-0
Pietuszewski O.,Avançado,6.7,2,0.07,3/6 (50%),19,5,0/2 (0%),9,vcpi6FQp,FC Porto,Santa Clara,1-0
Moura F.,Lateral,6.6,-,-,14/19 (74%),31,-,-,3,vcpi6FQp,FC Porto,Santa Clara,1-0
Gul D.,Avançado,6.4,1,0.10,2/8 (25%),18,3,-,3,vcpi6FQp,FC Porto,Santa Clara,1-0
Serginho,Médio,6.4,1,0.02,37/44 (84%),67,1,1/1 (100%),9,vcpi6FQp,FC Porto,Santa Clara,1-0
Costa J.,Guarda-redes,6.3,-,-,5/8 (63%),10,-,-,-,vcpi6FQp,FC Porto,Santa Clara,1-0
Elias Manoel,Avançado,6.3,-,-,4/5 (80%),9,1,-,2,vcpi6FQp,FC Porto,Santa Clara,1-0
Vinicius Lopes,Avançado,6.3,1,0.02,5/9 (56%),21,-,0/1 (0%),10,vcpi6FQp,FC Porto,Santa Clara,1-0
Diogo Calila,Lateral,6.2,1,0.01,13/29 (45%),53,1,2/4 (50%),9,vcpi6FQp,FC Porto,Santa Clara,1-0
Froholdt V.,Médio,6.2,-,-,22/29 (76%),47,4,2/4 (50%),9,vcpi6FQp,FC Porto,Santa Clara,1-0
Sainz B.,Extremo,6.2,-,-,8/11 (73%),19,3,1/2 (50%),8,vcpi6FQp,FC Porto,Santa Clara,1-0
Welinton Torrao,Extremo,6.2,-,-,8/9 (89%),18,1,0/1 (0%),5,vcpi6FQp,FC Porto,Santa Clara,1-0
Gabriel Silva,Extremo,6.1,3,0.32,22/26 (85%),45,5,0/2 (0%),16,vcpi6FQp,FC Porto,Santa Clara,1-0
Pacheco P.,Defesa-central,6.1,1,0.01,34/45 (76%),60,2,2/2 (100%),8,vcpi6FQp,FC Porto,Santa Clara,1-0
Gustavo Klismahn,Médio ofensivo,5.9,2,0.05,13/15 (87%),28,3,0/2 (0%),5,vcpi6FQp,FC Porto,Santa Clara,1-0
Lima S.,Defesa-central,5.6,-,-,33/38 (87%),48,1,-,4,vcpi6FQp,FC Porto,Santa Clara,1-0
Fernando,Avançado,5.5,-,-,16/17 (94%),26,-,-,5,vcpi6FQp,FC Porto,Santa Clara,1-0
Isaac,Médio,-,-,-,7/7 (100%),7,-,-,-,vcpi6FQp,FC Porto,Santa Clara,1-0
Lima B.,Médio,-,-,-,2/2 (100%),4,1,-,-,vcpi6FQp,FC Porto,Santa Clara,1-0
Lucas Soares,Defesa,-,1,0.05,6/9 (67%),13,-,-,1,vcpi6FQp,FC Porto,Santa Clara,1-0
Perez N.,Defesa,-,1,0.09,6/6 (100%),8,1,-,1,vcpi6FQp,FC Porto,Santa Clara,1-0
Tavares J.,Médio,-,-,-,1/1 (100%),1,-,-,1,vcpi6FQp,FC Porto,Santa Clara,1-0
Simao,Guarda-redes,8.0,-,-,20/30 (67%),39,-,-,1,t224FJ3b,Moreirense,AFS,0-0
Rodri,Médio,7.9,-,-,65/71 (92%),82,-,0/1 (0%),7,t224FJ3b,Moreirense,AFS,0-0
Batista G.,Defesa-central,7.8,-,-,84/86 (98%),101,-,-,7,t224FJ3b,Moreirense,AFS,0-0
Kevyn Monteiro,Defesa-central,7.4,1,0.03,75/84 (89%),101,1,-,13,t224FJ3b,Moreirense,AFS,0-0
Rivas D.,Lateral,7.3,-,-,27/30 (90%),55,2,1/1 (100%),4,t224FJ3b,Moreirense,AFS,0-0
Travassos,Extremo,7.3,3,0.34,45/54 (83%),73,5,3/4 (75%),7,t224FJ3b,Moreirense,AFS,0-0
Kiko Bondoso,Extremo,7.2,1,0.05,32/38 (84%),54,6,1/2 (50%),8,t224FJ3b,Moreirense,AFS,0-0
Mateus Pivo,Lateral,7.2,2,0.12,18/24 (75%),48,2,0/1 (0%),10,t224FJ3b,Moreirense,AFS,0-0
John N.,Médio,7.1,3,0.32,26/32 (81%),59,4,2/5 (40%),16,t224FJ3b,Moreirense,AFS,0-0
Paulo Vitor,Defesa-central,7.1,-,-,36/46 (78%),63,-,-,8,t224FJ3b,Moreirense,AFS,0-0
Mendonca G.,Médio,7.0,-,-,23/27 (85%),44,1,-,7,t224FJ3b,Moreirense,AFS,0-0
Alanzinho,Médio,6.8,1,0.16,8/9 (89%),14,1,1/1 (100%),2,t224FJ3b,Moreirense,AFS,0-0
Santos L.,Defesa,6.7,-,-,17/18 (94%),32,2,2/4 (50%),5,t224FJ3b,Moreirense,AFS,0-0
Fabiano,Lateral,6.6,-,-,19/23 (83%),35,2,0/2 (0%),2,t224FJ3b,Moreirense,AFS,0-0
Mika,Guarda-redes,6.6,-,-,26/31 (84%),34,-,-,-,t224FJ3b,Moreirense,AFS,0-0
Algobia A.,Médio,6.5,-,-,18/28 (64%),38,2,-,12,t224FJ3b,Moreirense,AFS,0-0
Semedo L.,Avançado,6.5,1,0.07,2/3 (67%),8,1,-,4,t224FJ3b,Moreirense,AFS,0-0
Teguia C.,Avançado,6.5,-,-,5/7 (71%),13,-,0/1 (0%),2,t224FJ3b,Moreirense,AFS,0-0
Akinsola T.,Extremo,6.4,1,0.59,14/16 (88%),30,1,2/4 (50%),10,t224FJ3b,Moreirense,AFS,0-0
Galletto T.,Médio,6.4,-,-,4/4 (100%),8,-,-,4,t224FJ3b,Moreirense,AFS,0-0
Martinez A.,Defesa,6.4,-,-,14/15 (93%),22,-,0/1 (0%),1,t224FJ3b,Moreirense,AFS,0-0
Gower J.,Médio ofensivo,6.3,1,0.02,30/34 (88%),47,2,0/1 (0%),8,t224FJ3b,Moreirense,AFS,0-0
Kiko,Lateral,6.2,1,0.02,22/25 (88%),44,1,0/1 (0%),5,t224FJ3b,Moreirense,AFS,0-0
Duarte D.,Avançado,6.0,2,0.14,5/12 (42%),22,2,-,9,t224FJ3b,Moreirense,AFS,0-0
Roni,Médio,5.9,-,-,20/26 (77%),34,-,-,5,t224FJ3b,Moreirense,AFS,0-0
Devenish C.,Defesa-central,5.8,-,-,27/34 (79%),39,-,-,-,t224FJ3b,Moreirense,AFS,0-0
Tomane,Avançado,5.8,1,0.96,2/7 (29%),15,2,1/1 (100%),9,t224FJ3b,Moreirense,AFS,0-0
Yan Maranhao,Avançado,5.5,1,0.08,14/16 (88%),22,2,-,6,t224FJ3b,Moreirense,AFS,0-0
Neiva G.,Extremo,4.8,2,0.17,10/14 (71%),29,2,0/3 (0%),11,t224FJ3b,Moreirense,AFS,0-0
Green A.,Avançado,-,-,-,0/1 (0%),3,-,-,-,t224FJ3b,Moreirense,AFS,0-0
Kiki,Defesa,-,-,-,3/5 (60%),7,-,-,3,t224FJ3b,Moreirense,AFS,0-0
Trigueira,Guarda-redes,-,-,-,2/2 (100%),3,-,-,-,t224FJ3b,Moreirense,AFS,0-0
Schjelderup A.,Extremo,8.2,4,0.28,20/31 (65%),64,20,8/12 (67%),18,KnEeHuZo,Benfica,Braga,2-2
Aursnes F.,Médio,7.8,3,0.19,49/54 (91%),69,2,-,6,KnEeHuZo,Benfica,Braga,2-2
Victor P.,Médio ofensivo,7.8,1,0.08,38/48 (79%),67,4,4/6 (67%),13,KnEeHuZo,Benfica,Braga,2-2
Silva A.,Defesa-central,7.7,3,0.68,66/79 (84%),94,3,-,14,KnEeHuZo,Benfica,Braga,2-2
Hornicek L.,Guarda-redes,7.4,-,-,14/34 (41%),47,-,1/1 (100%),1,KnEeHuZo,Benfica,Braga,2-2
Dahl S.,Lateral,7.2,-,-,63/71 (89%),89,1,1/2 (50%),5,KnEeHuZo,Benfica,Braga,2-2
Rafa Silva,Médio ofensivo,7.2,2,0.32,16/24 (67%),37,4,-,10,KnEeHuZo,Benfica,Braga,2-2
Pavlidis V.,Avançado,7.1,4,1.03,5/11 (45%),15,5,-,2,KnEeHuZo,Benfica,Braga,2-2
Dorgeles M.,Médio,7.0,-,-,7/8 (88%),15,-,1/2 (50%),4,KnEeHuZo,Benfica,Braga,2-2
Araujo T.,Defesa-central,6.9,1,0.08,58/65 (89%),77,1,-,7,KnEeHuZo,Benfica,Braga,2-2
Ivanovic F.,Avançado,6.9,2,0.08,12/18 (67%),33,8,2/3 (67%),13,KnEeHuZo,Benfica,Braga,2-2
Prestianni G.,Extremo,6.9,4,0.11,22/29 (76%),52,2,3/5 (60%),11,KnEeHuZo,Benfica,Braga,2-2
Tiknaz D. E.,Médio,6.9,-,-,40/44 (91%),59,4,1/3 (33%),13,KnEeHuZo,Benfica,Braga,2-2
Dedic A.,Lateral,6.8,-,-,34/41 (83%),76,1,1/2 (50%),11,KnEeHuZo,Benfica,Braga,2-2
Gomez V.,Ala,6.8,-,-,31/38 (82%),58,1,1/1 (100%),7,KnEeHuZo,Benfica,Braga,2-2
Lagerbielke G.,Defesa-central,6.8,-,-,31/40 (78%),58,-,1/1 (100%),10,KnEeHuZo,Benfica,Braga,2-2
Gorby,Médio ofensivo,6.7,2,0.09,31/35 (89%),45,2,-,6,KnEeHuZo,Benfica,Braga,2-2
Lukebakio D.,Avançado,6.6,-,-,2/3 (67%),7,1,-,-,KnEeHuZo,Benfica,Braga,2-2
Zalazar R.,Médio,6.2,-,-,7/9 (78%),12,-,0/3 (0%),6,KnEeHuZo,Benfica,Braga,2-2
Barreiro L.,Médio,6.1,1,0.13,27/31 (87%),38,1,0/1 (0%),6,KnEeHuZo,Benfica,Braga,2-2
Lelo L.,Defesa-central,6.0,-,-,38/47 (81%),55,-,-,4,KnEeHuZo,Benfica,Braga,2-2
Martinez G.,Ala,5.9,2,0.03,20/27 (74%),51,1,1/3 (33%),6,KnEeHuZo,Benfica,Braga,2-2
Trubin A.,Guarda-redes,5.5,-,-,12/16 (75%),17,-,-,-,KnEeHuZo,Benfica,Braga,2-2
Vitor Carvalho,Defesa-central,5.3,-,-,36/38 (95%),48,-,-,6,KnEeHuZo,Benfica,Braga,2-2
Navarro F.,Avançado,5.1,-,-,10/15 (67%),24,-,-,12,KnEeHuZo,Benfica,Braga,2-2
Moutinho J.,Médio,4.3,-,-,46/55 (84%),76,-,1/3 (33%),15,KnEeHuZo,Benfica,Braga,2-2
Gabriel Moscardo,Médio,-,-,-,4/4 (100%),5,-,-,-,KnEeHuZo,Benfica,Braga,2-2
Garcia,Lateral,8.1,-,-,51/57 (89%),81,1,0/1 (0%),9,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Rafa Soares,Lateral,7.6,-,-,41/46 (89%),78,-,1/1 (100%),8,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
De Amorim M.,Médio,7.2,2,0.26,20/24 (83%),48,7,2/2 (100%),20,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
De Haas J.,Defesa-central,7.2,2,0.25,66/76 (87%),86,1,-,4,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Lekovic S.,Defesa-central,7.2,-,-,14/22 (64%),38,1,-,7,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Ribeiro R.,Guarda-redes,7.2,-,-,12/36 (33%),44,-,-,-,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Sa G.,Médio,7.0,1,0.09,35/45 (78%),60,1,0/1 (0%),14,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Luan Patrick,Defesa-central,6.9,-,-,35/40 (88%),56,-,-,6,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Marcus A.,Extremo,6.9,1,0.03,29/36 (81%),57,-,1/2 (50%),16,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Realpe L.,Defesa-central,6.9,-,-,68/73 (93%),80,-,-,2,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Sorriso,Extremo,6.9,3,0.06,31/38 (82%),64,4,0/3 (0%),10,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Gil Dias,Extremo,6.8,4,0.20,24/33 (73%),49,6,1/2 (50%),6,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Carevic L.,Guarda-redes,6.7,-,-,15/16 (94%),22,-,-,-,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Langa B.,Lateral,6.7,-,-,16/24 (67%),47,-,1/1 (100%),7,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Van de Looi T.,Médio,6.7,1,0.02,40/46 (87%),55,-,-,6,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Encada J.,Lateral,6.5,-,-,23/26 (88%),40,-,-,3,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Jansson K.,Médio,6.4,-,-,3/4 (75%),7,-,-,4,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Elisor S.,Avançado,6.1,-,-,13/15 (87%),28,2,2/6 (33%),13,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Jovane,Avançado,6.1,-,-,23/27 (85%),41,-,2/5 (40%),11,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Stoica I.,Extremo,6.1,1,0.02,16/21 (76%),37,3,1/4 (25%),10,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Sola A.,Médio,5.9,-,-,26/30 (87%),44,-,-,9,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Antonetti L.,Avançado,5.8,1,0.11,2/3 (67%),8,1,-,3,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Rodrigo Pinho,Avançado,5.8,1,0.09,5/10 (50%),16,1,0/1 (0%),10,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Moreira P.,Médio,5.4,-,-,14/19 (74%),33,2,1/4 (25%),11,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Abubakar U.,Avançado,-,2,1.08,2/3 (67%),7,2,-,2,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Beney R.,Avançado,-,-,-,2/5 (40%),13,-,1/2 (50%),4,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Bernardo Schappo,Defesa,-,-,-,2/3 (67%),6,-,-,-,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Moustier T.,Médio,-,-,-,1/2 (50%),3,-,-,1,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Scholze M.,Defesa,-,-,-,2/2 (100%),2,-,-,-,fVBU2tKh,Estrela da Amadora,Famalicão,0-0
Sanchez J.,Defesa-central,8.4,1,0.06,82/90 (91%),105,2,-,10,676hNSk1,Gil Vicente,Arouca,1-3
Gozalbez P.,Médio ofensivo,8.0,-,-,25/32 (78%),43,3,1/2 (50%),14,676hNSk1,Gil Vicente,Arouca,1-3
Barbero I.,Avançado,7.6,3,0.53,14/17 (82%),31,3,-,11,676hNSk1,Gil Vicente,Arouca,1-3
De Arruabarrena I.,Guarda-redes,7.5,-,-,25/36 (69%),54,-,-,1,676hNSk1,Gil Vicente,Arouca,1-3
Fukui T.,Médio,7.4,1,0.04,33/37 (89%),51,-,-,6,676hNSk1,Gil Vicente,Arouca,1-3
Kuipers B.,Lateral,7.2,2,0.52,14/20 (70%),42,1,0/1 (0%),3,676hNSk1,Gil Vicente,Arouca,1-3
Trezza A.,Extremo,7.1,4,0.12,4/8 (50%),29,2,4/6 (67%),15,676hNSk1,Gil Vicente,Arouca,1-3
Esteves L.,Médio,7.0,2,0.14,30/39 (77%),66,4,1/3 (33%),14,676hNSk1,Gil Vicente,Arouca,1-3
Tiago Esgaio,Lateral,6.9,-,-,28/39 (72%),60,-,-,9,676hNSk1,Gil Vicente,Arouca,1-3
van Ee E.,Médio,6.9,-,-,41/45 (91%),56,-,-,9,676hNSk1,Gil Vicente,Arouca,1-3
Fernandez M.,Médio,6.8,1,0.05,6/7 (86%),17,1,1/1 (100%),10,676hNSk1,Gil Vicente,Arouca,1-3
Caseres F.,Médio,6.7,1,0.05,16/17 (94%),27,1,-,6,676hNSk1,Gil Vicente,Arouca,1-3
Fontan J.,Defesa-central,6.7,-,-,85/100 (85%),110,-,-,8,676hNSk1,Gil Vicente,Arouca,1-3
Murilo de Souza,Extremo,6.7,4,0.22,19/22 (86%),39,3,-,1,676hNSk1,Gil Vicente,Arouca,1-3
Elimbi M.,Defesa-central,6.6,2,0.08,53/55 (96%),66,2,-,7,676hNSk1,Gil Vicente,Arouca,1-3
Fernandes J.,Avançado,6.6,1,0.02,12/12 (100%),19,-,0/1 (0%),5,676hNSk1,Gil Vicente,Arouca,1-3
Ze Carlos,Médio,6.6,-,-,19/19 (100%),29,-,-,7,676hNSk1,Gil Vicente,Arouca,1-3
Konan G.,Lateral,6.5,1,0.02,33/39 (85%),60,1,1/3 (33%),6,676hNSk1,Gil Vicente,Arouca,1-3
Varela G.,Avançado,6.5,1,0.05,7/8 (88%),16,2,0/1 (0%),6,676hNSk1,Gil Vicente,Arouca,1-3
